MAG_ID	Sep2016_L442_13m	Sep2016_L373_20m	Sep2016_L224_25m	Sep2017_L227_03m	Jun2016_L442_15m	Sep2017_L227_08m	Sep2016_L227_08m	Jun2016_L442_17m	Jun2016_L239_10m	Sep2016_L222_05m	Jun2016_L227_10m	Jun2016_L221_05m	Jul2014_L442_13m	Sep2016_L442_09m	Jun2016_L224_25m	Jul2018_L111_30m	Jun2016_L442_12m	Sep2016_L442_15m	Jun2016_L227_06m	Sep2016_L224_21m	Sep2016_L442_17m	Sep2016_L227_10m	Sep2016_L239_10m	Jun2016_L304_06m	Jul2018_L239_20m	Sep2016_L239_20m	Sep2016_L626_11m	Sep2016_L227_06m	Jul2018_L221_05m	Jun2016_L442_09m	Jun2016_L222_05m	Sep2017_L227_01m	Jun2016_L239_20m	Jun2016_L626_11m	Jun2013_L227_06m	Jun2016_L227_08m	Jun2011_L442_16_5m	Sep2017_L227_10m	Jul2018_L304_06m	Sep2017_L227_04m	Jul2014_L227_06m	Jul2014_L227_08m	Jun2013_L227_08m	Sep2017_L227_06m	Domain	Phylum	Class	Order	Family	Genus	Species	Completeness	Contamination	Strain_heterogeneity
MAG229	0.016346141761124408	8.866030024589028e-05	4.003221642657199e-05	0.0	0.08216424192861312	0.00022414562809840968	0.001369275158030043	0.06625297739948137	0.0	1.1218927812117513e-05	0.003248217503789075	1.42556468636777e-05	0.0003889006007486997	0.00010930482976604785	3.0210852110678666e-05	0.09781815253702095	0.0008829541471078868	0.025933211551911292	0.0004726088661612335	1.2904998370421332e-05	0.04019620847827907	0.0020769125762697934	2.0789774640817924e-06	1.10364009196974e-05	8.377961493027208e-05	2.4031104612192584e-05	0.0	0.0006556307554454444	5.5378305306980236e-05	0.00021848215505823078	4.6680947302065316e-05	0.0	0.00020305145221019878	2.1711932463383965e-05	3.6999932271623976e-05	0.003615763924678583	0.0004536565295592069	0.00036032006991597255	2.31050058551733e-05	5.231050395704115e-06	2.5626741361100557e-06	5.398746916134534e-05	8.512937499752476e-05	3.608273186818407e-05	Archaea	Halobacterota	Bog-38	Bog-38	Bog-38	Bog-38	Unresolved_Bog-38	90.31	1.31	0.0
MAG045	0.00040099278631932316	2.1157571649587453e-05	6.380134492984911e-05	0.0	5.9660355742530585e-06	0.006952313549493046	0.0038349213280105296	0.0011856793608116685	0.0	1.823075769469096e-05	0.0009496490659716168	7.12782343183885e-06	6.237085106347072e-05	1.631415369642505e-06	1.4098397651650045e-05	0.0	0.0	2.099666282540497e-05	8.777021800137194e-05	3.8714995111263996e-05	3.8045451545592305e-05	0.0009426356387106849	0.0	3.9129057806199874e-05	0.0	0.0	5.392109120112264e-06	0.0589636687571623	7.869548648886665e-05	0.0	2.334047365103266e-06	0.0	4.0108928831644196e-05	4.3423864926767936e-06	0.002038696268166481	0.0020071132869043896	0.00022193269071961203	0.0005204623232119603	0.0003076613937557287	0.009175262394065017	0.003609526520711014	0.00018702801816608924	0.0004904192255292189	0.03947999951429505	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Unresolved_Methanoregula	66.29	1.96	0.0
MAG211	0.01756109005400236	0.000465466576290924	0.0008857127884379052	0.0	0.0035867805872409385	0.00028746360213750843	0.001027907254048942	0.03107427695125589	0.0	0.0004964375556861999	0.000753085223079691	0.000449844856587163	0.15537863105667743	9.788492217855032e-06	7.552713027669665e-05	0.00018013047872936545	5.314075885371541e-05	0.012582833438757967	0.0008277406713052462	0.000388440450949682	0.2580135520989598	0.0011917693272136358	0.0	0.00021270154499780446	1.2411794804484753e-05	0.0	2.0220409200420987e-05	0.0006804454653129015	0.0001996533638699024	1.0083791771918345e-05	2.1006426285929392e-05	0.0	5.514977714351078e-05	5.210863791212152e-05	0.0025899952590136784	0.0009267102754056568	0.012287890890578518	0.00043638764023156676	0.0002663155938043659	0.0003727123406939182	0.0013543732809341645	0.0017063896502782369	0.0011936618885522495	0.000502020617296474	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Unresolved_Methanoregula	89.14	1.33	66.67
MAG346	0.005800629977622209	0.0033821889536983373	0.026842852120779852	0.00020340705940118467	0.0014449738160840907	0.054296429098007984	0.2624890969088328	0.034824737441653646	0.0	4.2070979295440674e-05	0.2666904508916566	0.0007587172053001799	0.0026305823654416763	6.688803015534271e-05	0.002869023922110784	0.0016601214391003681	0.00012058864509112341	0.005814909121369098	0.05472945701251702	0.028437454409060443	0.014349079834492299	0.33892721907837997	0.0	0.01120295024266738	0.0	2.4031104612192584e-06	0.0008546492955377938	0.13719008255827853	0.0015826536727205406	0.000292429961385632	2.334047365103266e-06	3.682829912919868e-05	9.776551402713274e-05	0.002705306784937642	0.14813662883590092	0.3469949364391167	0.0057522995204899435	0.10591408277363394	0.0016003256687056877	0.014355310048411016	0.12797225833492784	0.30671823729679193	0.35236158694627645	0.05247056739405584	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Unresolved_Methanoregula	85.89	0.65	100.0
MAG380	0.0002609445594555595	0.00021963574379095546	0.0006430174763518126	8.25419951193213e-05	0.00018733351703154603	0.04955897828040261	0.17614964199635375	0.0035019126961656215	0.0	9.816561835602824e-06	0.46604181478059364	8.711784194469705e-05	9.905958698315935e-05	3.0996892023207604e-05	0.00010674501079106461	7.059167409664321e-05	1.2263252043165094e-05	0.0004292651066527238	0.11255382694286703	0.00032520595893461754	0.000781120677045442	0.3514401981350643	0.0	0.00020166514407810704	6.205897402242377e-06	0.0	1.8872381920392923e-05	0.1437072089918896	2.4774505005754317e-05	0.0005193152762537947	0.0	3.3018475081350536e-05	7.019062545537735e-05	1.302715947803038e-05	0.005161490551891545	0.4734168888257218	6.52743207998859e-05	0.07622771256889019	7.296317638475779e-06	0.03724246329221545	0.021299666082278727	0.1769246489373232	0.027763280080714492	0.027746051992204496	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Unresolved_Methanoregulaceae	Unresolved_Methanoregulaceae	95.75	1.96	25.0
MAG446	0.00457371175082428	0.006840948166699943	0.01786687859388441	8.106803092076201e-05	0.0014473602303137919	0.059287151811769745	0.23710710955237732	0.05140393914018092	0.0	2.1035489647720337e-05	0.5024282391479252	0.0012988478253573015	0.000708092603249991	1.3867030641961295e-05	0.0011238436985172462	0.0073804812365869735	4.496525749160534e-05	0.006786588017678116	0.08120365538382315	0.010000083237239488	0.013806932149967609	0.5006209717073842	0.0	0.0006039921230598033	6.205897402242377e-06	0.0	0.000306002192566371	0.05976035154764383	0.001192090887923943	0.0005226765401777676	0.0	3.3018475081350536e-05	3.760212077966644e-05	0.00011507324205593502	0.005696139573216512	0.5426230201913661	0.0006674299301788332	0.11209557375085905	0.00011187687045662862	0.006302107964224532	0.025438384812096468	0.36329324873008456	0.21367102996661336	0.011725319042730772	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Unresolved_Methanoregulaceae	Unresolved_Methanoregulaceae	90.85	1.55	50.0
MAG640	0.00031241527531147264	8.664529342212005e-05	0.00031900672464924555	5.011478275101651e-05	0.000368700998488839	0.03780083050134197	0.07407493339284608	0.0017881901616156402	0.0	2.2437855624235026e-05	0.05903180759249956	8.870180270732791e-05	0.00012657613892292583	1.631415369642505e-06	3.222490891805724e-05	0.0005233520665785618	1.6351002724220124e-05	0.00041643381270386516	0.011751757034860616	0.00021680397262307835	0.000554036888132688	0.2231315575235733	0.0	0.0014026262259760878	0.0	0.0	1.0784218240224527e-05	0.02817906211053966	5.5378305306980236e-05	5.041895885959172e-05	0.0	1.5239296191392557e-05	1.0027232207911049e-05	1.302715947803038e-05	0.0005142990585755733	0.05853302469251406	0.00023825127091958349	0.07416054298259449	0.00028212428202106343	0.010180931832639134	0.0033455710846916776	0.03432253351932531	0.008727611575833192	0.0088434069365632	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Unresolved_Methanoregulaceae	Unresolved_Methanoregulaceae	83.59	1.96	0.0
MAG157	0.002350895021884032	0.0014739774915879258	0.00042033827247900586	1.4739641985593091e-05	0.003613031143767652	0.00011143963430881385	0.0014339353738259059	0.03504523898673118	0.00024152281746564206	1.1218927812117513e-05	0.0011683263411888846	7.840605775022735e-05	0.0015959600125064562	0.0006819316245105672	8.861849952465742e-05	0.0003992080879948099	0.0005017713960995051	0.0034866125102853023	0.00019444479064919325	0.0002374519700157525	0.006414225346514703	0.0022445987127621644	0.00011226478306041678	0.00011638386424408168	4.0338333114575446e-05	0.00047341276086019385	1.2132245520252593e-05	0.0012041664472523899	8.743942943207407e-06	0.0016318936350887853	1.8672378920826126e-05	3.0478592382785114e-05	0.0002356399568859097	2.1711932463383965e-05	6.659987808892316e-05	0.001058772181974522	0.000576045881058993	0.0002749108681581124	1.3376582337205594e-05	4.969497875918909e-05	0.00014479108869021814	0.0014480210478632271	0.00036087452444602894	5.333969058775036e-05	Archaea	Halobacterota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Unresolved_Methanothrix	72.74	6.86	63.64
MAG725	6.463764316789089e-05	5.5412687653681424e-05	2.7522148793268242e-05	7.95940667222027e-05	5.4887527283128135e-05	0.009906730218157394	0.22578111204731074	0.0005957410165252755	0.0	3.225441745983785e-05	0.19692748600127594	1.5839607626308555e-06	0.0004952979349157968	9.788492217855032e-06	5.43795337992216e-05	0.0006377592625282939	2.4526504086330188e-05	9.681794525047847e-05	0.010589139224103981	5.9362992503938124e-05	0.0002603735590151474	0.2608381808301185	0.0	0.0004886115679902395	1.551474350560594e-05	0.0	2.696054560056132e-06	0.02934012932486436	0.0	0.00023864973860206749	0.0	3.174853373206783e-05	1.5040848311866575e-05	1.302715947803038e-05	0.02769814929853771	0.25297824360920274	0.0001387079316997575	0.019257105958842533	0.0005156064464522884	0.0023552804406657777	0.05493092010751904	0.9169482418469715	0.5062495880015846	0.002237913783041938	Archaea	Halobacterota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Unresolved_Methanothrix	100.0	0.0	0.0
MAG007	0.0006080726431349735	0.0	0.00026896645411603057	0.0	0.0002529599083483297	0.023254159145599418	0.006853982874361493	0.0018104337385313567	0.0	2.8047319530293783e-06	0.008331849890581508	0.0	2.201324155181319e-05	1.631415369642505e-06	0.0001450120901312576	0.01654279369519956	1.0219376702637579e-05	0.0005785747089667146	0.0009668227090612663	8.259198957069653e-05	0.0005231249587518942	0.0077626703614789684	0.0	2.0066183490358913e-06	0.0	0.0	0.0	0.0009677736848308253	0.0	6.722527847945563e-06	2.334047365103266e-06	0.0	0.0	0.0	0.010966779925309348	0.013583022476492497	0.0002969981596394808	0.03583182917497727	2.4321058794919265e-06	3.661735276992881e-05	0.005394429056511667	0.06527277833996514	0.028109349496465298	0.0006228193283334381	Archaea	Iainarchaeota	Iainarchaeia	0-14-0-20-30-16	Unresolved_0-14-0-20-30-16	Unresolved_0-14-0-20-30-16	Unresolved_0-14-0-20-30-16	74.22	0.0	0.0
